City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,billings,45.7833,-108.5007,11.83,62,100,11.83,US,1715034300
362,east london,-33.0153,27.9116,21.84,53,0,0.16,ZA,1715034545
363,macusani,-14.0833,-70.4333,6.8,79,99,0.68,PE,1715034547
364,mawu,29.5923,107.3139,17.54,83,100,0.6,CN,1715034549
365,eyl,7.9803,49.8164,28.3,82,66,2.13,SO,1715034551
366,kokshetau,53.2775,69.3883,9.18,66,100,6.0,KZ,1715034556
367,puerto penasco,31.3167,-113.5333,27.99,47,0,8.75,MX,1715034558
368,le port,-20.9373,55.2919,23.98,72,5,2.56,RE,1715034560
369,ulsteinvik,62.3432,5.8487,10.97,91,9,0.45,NO,1715034562
370,tranqueras,-31.2,-55.75,20.72,98,98,1.97,UY,1715034564
371,port hedland,-20.3167,118.5667,20.03,60,38,1.54,AU,1715034566
372,marion,39.7684,-86.1555,23.67,73,75,4.63,US,1715034480
373,henderson,36.0397,-114.9819,26.1,18,0,3.6,US,1715034570
374,rio grande,-32.035,-52.0986,20.06,96,79,2.11,BR,1715034572
375,baoqing,46.3317,132.2111,7.31,52,6,7.52,CN,1715034575
376,vilyuchinsk,52.9306,158.4028,3.15,84,99,2.26,RU,1715034577
377,bizhbulyak,53.6967,54.2642,2.24,91,9,2.39,RU,1715034579
378,tocopilla,-22.092,-70.1979,19.38,75,64,3.06,CL,1715034516
379,raja,8.4596,25.678,32.05,30,99,0.43,SS,1715034583
380,juneau,58.3019,-134.4197,7.45,81,100,3.09,US,1715034293
381,tura,25.5198,90.2201,20.15,95,99,1.0,IN,1715034587
382,port douglas,-16.4833,145.4667,23.35,85,66,3.53,AU,1715034589
383,lompoc,34.6391,-120.4579,23.72,57,0,7.2,US,1715034591
384,ko pha ngan,9.7578,100.0291,27.38,73,77,3.4,TH,1715034594
385,westport,41.1415,-73.3579,23.16,80,40,3.09,US,1715034538
386,touros,-5.1989,-35.4608,26.59,87,56,4.29,BR,1715034598
387,sechura,-5.5569,-80.8222,25.81,59,53,6.84,PE,1715034600
388,altamira,-3.2033,-52.2064,24.26,97,100,0.94,BR,1715034602
389,sarukhan,40.2905,45.1306,6.21,87,100,2.43,AM,1715034605
390,talcahuano,-36.7167,-73.1167,11.82,94,75,11.83,CL,1715034537
391,wynyard,-41.0,145.7167,11.97,81,75,1.31,AU,1715034611
392,mutuali,-14.8706,37.0044,19.16,83,60,1.76,MZ,1715034614
393,manga,11.6636,-1.0731,31.99,43,97,3.16,BF,1715034616
394,maintirano,-18.0667,44.0167,24.13,80,0,3.83,MG,1715034618
395,rongelap,11.1635,166.8941,28.12,76,74,8.75,MH,1715034620
396,nanakuli,21.3906,-158.1547,26.97,63,75,6.69,US,1715034622
397,bellampalli,19.0558,79.493,31.35,50,47,5.05,IN,1715034624
398,jose pedro varela,-33.45,-54.5333,19.51,99,100,2.92,UY,1715034627
399,puerto ayacucho,5.6639,-67.6236,26.58,87,100,2.05,VE,1715034629
400,sur,22.5667,59.5289,32.11,58,12,4.68,OM,1715034631
401,nahiyat ash shinafiyah,31.5874,44.6602,25.03,41,6,1.63,IQ,1715034633
402,keflavik,64.0049,-22.5624,4.95,93,75,6.69,IS,1715034635
403,heroica caborca,30.7167,-112.15,28.8,13,2,7.35,MX,1715034637
404,waingapu,-9.6567,120.2641,25.83,82,81,2.15,ID,1715034639
405,zaozersk,69.4005,32.4476,-4.49,73,100,4.69,RU,1715034641
406,san ignacio de velasco,-16.3667,-60.95,26.11,68,70,1.99,BO,1715034644
407,floro,61.5996,5.0328,13.46,93,100,0.0,NO,1715034646
408,st. john's,47.5649,-52.7093,8.66,60,100,6.17,CA,1715034606
409,wenzhou,27.9994,120.6668,19.82,87,100,0.32,CN,1715034461
410,north peoria,40.7175,-89.5843,23.6,73,100,2.57,US,1715034652
411,benguela,-12.5763,13.4055,24.71,84,21,2.11,AO,1715034654
412,al lagowa,11.4,29.1333,30.3,9,0,3.48,SD,1715034656
413,yermentau,51.6214,73.1069,6.29,58,100,3.36,KZ,1715034658
414,ziro,27.6333,93.8333,10.83,95,100,1.16,IN,1715034663
415,smithers,54.7804,-127.1743,10.18,43,75,2.57,CA,1715034665
416,pedernales,18.0384,-71.744,28.75,75,0,0.67,DO,1715034667
417,sinabang,2.4803,96.3801,25.72,92,100,2.13,ID,1715034669
418,happy valley-goose bay,53.3168,-60.3315,12.17,47,75,2.57,CA,1715034609
419,namibe,-15.1961,12.1522,22.86,70,2,2.51,AO,1715034673
420,gandai,21.6667,81.1,28.64,42,63,3.15,IN,1715034675
421,mytilene,39.11,26.5547,17.17,64,0,0.45,GR,1715034678
422,puerto deseado,-47.7503,-65.8938,4.06,59,26,4.73,AR,1715034680
423,labrador city,52.9463,-66.9114,6.95,75,75,8.23,CA,1715034444
424,ambon,-3.6954,128.1814,27.15,95,40,1.03,ID,1715034684
425,zaragoza,41.6561,-0.8773,15.57,53,0,5.14,ES,1715034686
426,el haouaria,37.05,11.0144,19.01,82,98,5.9,TN,1715034688
427,jayapura,-2.5333,140.7,26.66,90,100,0.98,ID,1715034690
428,zholymbet,51.7433,71.7122,7.48,58,100,4.02,KZ,1715034693
429,tsiombe,-25.3,45.4833,20.3,71,0,3.41,MG,1715034695
430,bismarck,46.8083,-100.7837,15.91,87,100,13.89,US,1715034448
431,gulabpura,25.9,74.6667,30.67,27,61,5.19,IN,1715034699
432,turpan,42.9333,89.1667,25.51,26,82,1.37,CN,1715034701
433,kloulklubed,7.0419,134.2556,27.28,76,56,4.96,PW,1715034703
434,marka,1.7159,44.7717,27.12,86,97,4.48,SO,1715034705
435,hunchun,42.8675,130.3581,11.29,63,100,2.76,CN,1715034707
436,saint-pierre,-21.3393,55.4781,22.82,64,0,3.09,RE,1715034709
437,malango,-2.9627,119.9001,20.6,97,99,0.68,ID,1715034711
438,ar rass,25.8694,43.4973,24.4,17,0,4.04,SA,1715034714
439,sorong,-0.8833,131.25,25.08,90,100,10.0,ID,1715034716
440,khorixas,-20.3667,14.9667,21.77,31,0,0.71,NA,1715034718
441,san luis,-33.295,-66.3356,12.67,86,0,6.73,AR,1715034670
442,amuntai,-2.4177,115.2494,23.85,97,99,0.78,ID,1715034722
443,phan rang-thap cham,11.5667,108.9833,25.9,79,34,2.08,VN,1715034724
444,puerto san jose,13.9256,-90.8244,30.87,67,21,4.63,GT,1715034726
445,al hazm,16.1641,44.7769,27.45,38,0,3.66,YE,1715034728
446,mashhad,36.297,59.6062,22.08,49,0,2.06,IR,1715034731
447,bardai,11.65,7.2333,28.17,53,99,4.41,NG,1715034733
448,iskushuban,10.2837,50.23,27.45,75,82,3.5,SO,1715034735
449,al hufuf,25.3646,49.5653,28.19,54,0,2.06,SA,1715034737
450,birao,10.2849,22.7882,28.59,13,17,1.87,CF,1715034739
451,palikir - national government center,6.9248,158.1611,28.47,84,100,2.57,FM,1715034741
452,gao,16.6362,1.637,34.51,26,99,4.46,ML,1715034743
453,saldanha,-33.0117,17.9442,14.03,93,7,5.07,ZA,1715034745
454,inarajan village,13.2736,144.7484,29.33,81,100,5.43,GU,1715034750
455,lahad datu,5.0268,118.327,25.2,89,30,0.85,MY,1715034752
456,pampas,-12.4,-74.9,9.62,85,56,2.61,PE,1715034754
457,progreso,21.2833,-89.6667,40.06,81,6,7.51,MX,1715034756
458,fale old settlement,-9.3852,-171.2468,30.16,73,30,5.75,TK,1715034758
459,statesboro,32.4488,-81.7832,29.74,59,0,2.06,US,1715034760
460,santana,-0.0583,-51.1817,28.1,89,75,1.54,BR,1715034762
461,broome,42.2506,-75.833,20.21,51,0,5.14,US,1715034765
462,codajas,-3.8367,-62.0569,23.37,97,100,1.44,BR,1715034767
463,san luis de la loma,17.2706,-100.8939,30.18,53,69,3.84,MX,1715034769
464,isla mujeres,21.2311,-86.731,30.09,76,5,5.26,MX,1715034653
465,norilsk,69.3535,88.2027,-14.21,98,99,2.22,RU,1715034773
466,sarupathar,26.1984,93.8094,19.23,93,100,1.13,IN,1715034775
467,hami,42.8,93.45,23.25,24,0,7.22,CN,1715034727
468,timimoun,29.2639,0.231,29.03,8,86,4.99,DZ,1715034779
469,eirunepe,-6.6603,-69.8736,24.85,97,89,0.64,BR,1715034781
470,kattivakkam,13.2167,80.3167,32.28,81,39,7.9,IN,1715034784
471,petrolina,-9.3986,-40.5008,27.03,74,40,2.06,BR,1715034328
472,preobrazheniye,42.9019,133.9064,5.07,95,100,4.76,RU,1715034788
473,shenjiamen,29.9576,122.298,17.89,88,100,1.11,CN,1715034790
474,la mira,18.035,-102.3266,29.08,48,85,4.39,MX,1715034792
475,mgandu,-5.95,34.1333,16.38,92,31,2.68,TZ,1715034794
476,conceicao da barra,-18.5933,-39.7322,23.86,85,2,2.03,BR,1715034796
477,bezenchuk,52.982,49.4333,4.95,68,29,2.17,RU,1715034798
478,cobourg,50.2667,10.9667,13.54,93,100,0.89,DE,1715034800
479,kafr ad dawwar,31.1339,30.1284,17.26,62,0,4.53,EG,1715034803
480,willows,39.5243,-122.1936,23.03,41,43,4.1,US,1715034807
481,suphan buri,14.4742,100.1222,28.35,82,2,2.98,TH,1715034809
482,mugia,43.1041,-9.2179,11.62,86,15,2.94,ES,1715034811
483,alaghsas,17.0187,8.0168,32.44,11,64,3.43,NE,1715034813
484,sierra grande,-41.606,-65.3557,12.15,49,91,5.1,AR,1715034815
485,salalah,17.0151,54.0924,30.05,79,40,2.06,OM,1715034817
486,lichtenburg,-26.152,26.1597,14.48,27,0,2.39,ZA,1715034820
487,mejit,10.2753,170.8646,27.34,81,99,9.3,MH,1715034822
488,kourou,5.1552,-52.6478,28.03,92,100,3.09,GF,1715034605
489,kidal,18.4411,1.4078,34.25,9,95,5.05,ML,1715034828
490,grand falls-windsor,48.9332,-55.6649,5.28,86,100,0.89,CA,1715034830
491,port isabel,26.0734,-97.2086,30.05,77,100,8.75,US,1715034832
492,abong mbang,3.9833,13.1833,23.34,71,96,1.23,CM,1715034834
493,minab,27.1467,57.0801,27.3,44,0,1.95,IR,1715034837
494,kenai,60.5544,-151.2583,7.05,89,100,3.6,US,1715034839
495,gisborne,-38.6533,178.0042,12.28,76,100,6.02,NZ,1715034841
496,lucapa,-8.4192,20.7447,20.12,59,6,1.19,AO,1715034843
497,al kharijah,25.4514,30.5464,20.48,31,0,3.06,EG,1715034845
498,casper,42.8666,-106.3131,5.48,87,100,9.77,US,1715034847
499,lithgow,-33.4833,150.15,8.69,93,91,3.85,AU,1715034849
500,bethanie,-26.4833,17.15,19.86,30,0,2.05,NA,1715034851
501,poco verde,-10.7083,-38.1833,23.51,85,71,4.25,BR,1715034853
502,laurel,39.0993,-76.8483,24.09,85,75,2.06,US,1715034856
503,obo,5.3998,26.4869,26.27,49,81,0.98,CF,1715034858
504,rawson,-43.3002,-65.1023,13.41,41,75,5.27,AR,1715034860
505,tomatlan,19.9333,-105.25,28.86,46,100,3.17,MX,1715034862
506,areia branca,-4.9561,-37.1369,27.97,77,73,7.52,BR,1715034864
507,shahrak,34.1074,64.3052,11.19,46,14,0.92,AF,1715034866
508,sao felix do xingu,-6.6447,-51.995,24.91,85,5,1.25,BR,1715034868
509,karratha,-20.7377,116.8463,24.23,41,19,3.09,AU,1715034870
510,grand forks,47.9417,-97.4337,21.96,37,40,12.35,US,1715034872
511,nagqu,31.5,92.0,-0.4,68,65,2.1,CN,1715034874
512,zhanaozen,43.3,52.8,15.06,66,100,8.84,KZ,1715034877
513,sabalgarh,26.25,77.4,33.38,17,51,2.03,IN,1715034879
514,san clemente,33.427,-117.612,26.2,70,8,2.24,US,1715034881
515,uyuni,-20.4597,-66.825,11.09,22,0,4.73,BO,1715034883
516,male,4.1748,73.5089,29.97,89,75,5.66,MV,1715034885
517,holdrege,40.4403,-99.3698,19.03,81,40,4.12,US,1715034887
518,kasane,-17.8167,25.15,19.27,55,3,2.38,BW,1715034889
519,greymouth,-42.4667,171.2,9.49,52,77,2.31,NZ,1715034891
520,port macquarie,-31.4333,152.9167,15.5,65,100,4.65,AU,1715034894
521,kentville,45.0835,-64.4988,12.14,85,100,1.03,CA,1715034721
522,pontes e lacerda,-15.2261,-59.3353,26.47,58,36,1.94,BR,1715034898
523,magadan,59.5667,150.8,-0.26,84,81,1.62,RU,1715034900
524,morganton,35.7454,-81.6848,25.78,79,40,0.45,US,1715034673
525,mulayjah,27.271,48.4242,29.0,21,0,2.63,SA,1715034904
526,lodja,-3.4833,23.4333,23.06,65,9,0.86,CD,1715034906
527,morondava,-20.2833,44.2833,23.05,58,0,3.32,MG,1715034908
528,lhokseumawe,5.1801,97.1507,26.09,86,78,2.17,ID,1715034911
529,tillaberi,14.2117,1.4531,31.57,38,100,6.05,NE,1715034913
530,sipalay,9.75,122.5,27.59,73,16,2.26,PH,1715034915
531,bandipura,34.4167,74.65,12.42,62,2,3.58,IN,1715034917
532,duong dong,10.2167,103.9667,27.0,89,20,1.03,VN,1715034919
533,filingue,14.3521,3.3168,33.07,33,89,5.55,NE,1715034921
534,ghadamis,30.1337,9.5007,28.67,20,80,8.06,LY,1715034923
535,tarakan,3.3,117.6333,26.82,83,53,2.67,ID,1715034925
536,mokhsogollokh,61.4681,128.9203,8.46,74,99,4.45,RU,1715034930
537,chengde,40.9725,117.9361,13.48,39,100,1.86,CN,1715034932
538,bol,13.4586,14.7147,29.36,42,31,5.04,TD,1715034934
539,kolokani,13.5728,-8.0339,32.01,11,3,2.11,ML,1715034936
540,oamaru,-45.0784,170.9801,9.65,65,91,2.87,NZ,1715034938
541,colares,38.7992,-9.4469,14.86,83,2,5.36,PT,1715034940
542,severobaykal'sk,55.65,109.3167,5.84,87,100,3.15,RU,1715034942
543,cabo san lucas,22.8909,-109.9124,28.17,53,100,4.63,MX,1715034928
544,weyburn,49.6668,-103.8511,11.12,93,100,11.32,CA,1715034947
545,gornopravdinsk,60.05,69.9,4.54,76,100,4.24,RU,1715034949
546,jackson,42.4165,-122.8345,14.93,51,100,3.6,US,1715034951
547,nema,57.5067,50.5011,-2.1,93,19,2.42,RU,1715034953
548,zhytkavichy,52.2168,27.8561,12.01,92,100,3.2,BY,1715034955
549,sao vicente,-23.9631,-46.3919,33.1,26,0,1.05,BR,1715034957
550,al majaridah,19.1236,41.9111,29.66,50,0,1.37,SA,1715034959
551,as sulayyil,20.4607,45.5779,30.14,19,5,4.75,SA,1715034961
552,shingu,33.7333,135.9833,19.49,98,100,4.71,JP,1715034964
553,liezen,47.5667,14.2333,9.79,98,98,1.55,AT,1715034966
554,mitu,1.1983,-70.1733,25.45,85,100,0.45,CO,1715034968
555,ulladulla,-35.35,150.4667,14.7,81,96,2.62,AU,1715034970
556,illizi,26.4833,8.4667,32.56,21,70,10.05,DZ,1715034972
557,kariba,-16.5167,28.8,21.07,49,0,2.33,ZW,1715034974
558,dul'durga,50.6761,113.5931,12.93,35,22,1.98,RU,1715034976
559,hilo,19.7297,-155.09,24.58,89,100,3.6,US,1715034706
560,talara,-4.5772,-81.2719,25.42,69,0,7.2,PE,1715034981
561,mirny,62.5353,113.9611,2.91,99,100,6.71,RU,1715034983
562,richland center,43.3347,-90.3868,23.99,69,34,5.28,US,1715034985
563,antigonish,45.6169,-61.9986,11.01,93,100,1.34,CA,1715034987
564,gagliano del capo,39.8442,18.3695,15.68,88,33,4.63,IT,1715034989
565,darab,28.7519,54.5444,22.81,41,90,0.96,IR,1715034991
566,garissa,-0.4536,39.6401,25.59,81,67,6.63,KE,1715034993
567,kapuskasing,49.4169,-82.4331,17.0,36,75,5.14,CA,1715034997
568,teknaf,20.8624,92.3058,26.82,83,100,2.27,BD,1715035000
569,chui,-33.6971,-53.4616,19.42,99,100,2.55,UY,1715035002
570,tianchang,37.9981,114.0156,16.78,58,0,1.4,CN,1715035004
571,taulaga,-11.0553,-171.0883,29.7,76,65,4.84,AS,1715035006
572,luanda,-8.8368,13.2343,27.0,92,40,2.57,AO,1715034800
573,kovalam,8.3667,76.9967,29.05,74,20,2.06,IN,1715035010
574,ratnagiri,16.9833,73.3,26.08,86,0,3.54,IN,1715035012
575,queenstown,-31.8976,26.8753,14.97,39,0,2.31,ZA,1715035014
576,ulety,51.3572,112.4849,12.03,41,37,0.98,RU,1715035016
577,teaca,46.9167,24.5167,12.66,83,69,1.45,RO,1715035019
578,sao miguel,-5.4667,-35.3667,27.43,87,52,4.85,BR,1715035021
579,zhoushan,30.0108,122.2047,17.87,89,100,1.26,CN,1715035023
580,mersa matruh,31.3525,27.2453,16.11,72,0,3.09,EG,1715035025
581,singoli,24.9667,75.3,30.38,28,5,2.96,IN,1715035027
582,changji,44.0167,87.3167,19.44,48,0,4.0,CN,1715035029
583,rawah,34.4816,41.9093,18.91,50,10,3.74,IQ,1715035031
584,aksu,41.1231,80.2644,19.53,34,96,3.8,CN,1715035034
585,capelinha,-17.6914,-42.5158,16.99,98,39,1.69,BR,1715035036
